Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
3,1094,"Blackburn Farm (Michael T. Barnett), Agent","","Jimmy Creed --- K C's Songofprayer","03/09/2019","CH",Filly,"Jimmy Creed","K C's Songofprayer","","","","Yearling","Robert Gorham",6000
3,1095,"Winter Quarter Farm, Agent II","","La Bollina","04/01/2015","CH",Mare,"Curlin","Ron Rhonda","","","","Broodmare Prospect","Out",0
3,1096,"St George Sales, Agent XI","","Fed Biz --- Lady Graceland","04/08/2019","CH",Colt,"Fed Biz","Lady Graceland","","","","Yearling","Yoder Stables",1200
3,1097,"Taylor Made Sales Agency, Agent VIII","","Bodemeister --- Lady in Shades","02/09/2019","B",Filly,"Bodemeister","Lady in Shades","","","","Yearling","Case Erwin",4000
3,1098,"Vinery Sales, Agent XXIII","","Carpe Diem --- Lady Liam","04/11/2019","CH",Filly,"Carpe Diem","Lady Liam","","","","Yearling","Out",0
3,1099,"Lisa and Tim Turney, Agent I","","Lady of the Glen","04/14/2010","CH",Mare,"Purim","Secret Pact","Not This Time","05/17/2019","pregnant","Broodmare","Formal Bloodstock, Agent",5200
3,1100,"Sheltowee Sales, Agent","","Lady Tequilas","04/15/2014","B",Mare,"U S Ranger","Tequilas First","Shackleford","03/31/2019","pregnant","Broodmare","Bill McDowell",4000
3,1101,"Sheltowee Sales, Agent","","Shackleford --- Lady Tequilas","03/09/2019","CH",Filly,"Shackleford","Lady Tequilas","","","","Yearling","Me II Racing",2500
3,1102,"Vinery Sales, Agent XLIV","","La Sorella","04/17/2011","CH",Mare,"Corinthian","Fight to Love","","","not mated","Broodmare","Out",0
3,1103,"Select Sales, Agent XII","","Lead Us to the Bar","02/23/2013","B",Mare,"Dublin","Fast Laner","Dialed In","05/26/2019","pregnant","Broodmare","Coteau Grove Farms",14000.00
3,1104,"Marshall W. Silverman, Agent for Marathon Farms","","Lexington Girl","02/05/2001","DB/BR",Mare,"Storm Cat","Nannerl","Exaggerator","05/01/2019","pregnant","Broodmare","Rhapsody Farm, LLC",18000
3,1105,"Marshall W. Silverman, Agent for Marathon Farms","","Palace Malice --- Lexington Girl","03/30/2019","CH",Colt,"Palace Malice","Lexington Girl","","","","Yearling","*RNA (19,000)",---
3,1106,"Taylor Made Sales Agency, Agent XXV","","American Freedom --- Lil Bess","03/29/2019","CH",Filly,"American Freedom","Lil Bess","","","","Yearling","Equine Consulting, Agent",6000
3,1107,"Select Sales, Agent XVII","","Lil Miss Jones","01/26/2009","CH",Mare,"Smarty Jones","Thundercup","American Freedom","05/19/2019","pregnant","Broodmare","Case Erwin",3500
3,1108,"Select Sales, Agent XVII","","American Freedom --- Lil Miss Jones","04/24/2019","CH",Filly,"American Freedom","Lil Miss Jones","","","","Yearling","*RNA (14,000)",---
3,1109,"Wynnstay Sales, Agent I","","Lioness Lahr","05/05/2010","CH",Mare,"Lion Heart","Damewood","Ransom the Moon","05/27/2019","pregnant","Broodmare","Legend Stud Farm",10000
3,1110,"Wynnstay Sales, Agent I","","Practical Joke --- Lioness Lahr","05/05/2019","CH",Filly,"Practical Joke","Lioness Lahr","","","","Yearling","Oracle Bloodstock, Agent",67000
3,1111,"Denali Stud, Agent II","","Little Christy","03/06/2014","B",Mare,"Silent Name (JPN)","Quiet Request","","","","Broodmare Prospect","Burton Sipp",3500
3,1112,"Scott Mallory, Agent III","","Liz's Cable Girl","04/02/2014","DB/BR",Mare,"Cable Boy","Forbidden Isle","","","","Racing or Broodmare Prospect","T E C Racing (Elliott S. Logan)",60000
3,1113,"Bluewater Sales LLC, Agent VIII","","Longstocking","04/29/2012","B",Mare,"Into Mischief","Pot of Tricks","Competitive Edge","06/02/2019","pregnant","Broodmare","Tropical Racing",18000
3,1114,"Patricia Clark, Agent I","","Run Away and Hide --- Look Who's Here","02/25/2019","B",Filly,"Run Away and Hide","Look Who's Here","","","","Yearling","Robert Gorham",9500
3,1115,"South Point Sales Agency, Agent XXVI","","Look Who's Ritzy","03/02/2009","GR/RO",Mare,"First Samurai","So Ritzy","Unified","04/13/2019","pregnant","Broodmare","Legend Stud Farm",7000
3,1116,"Bluewater Sales LLC, Agent X","","Flintshire (GB) --- Loudly","04/04/2019","GR/RO",Colt,"Flintshire (GB)","Loudly","","","","Yearling","Stud El Castillo",14000
3,1117,"Shawhan Place LLC, Agent III","","Klimt --- Maestro Miss","04/30/2019","B",Filly,"Klimt","Maestro Miss","","","","Yearling","*RNA (24,000)",---
3,1118,"Garrencasey Sales LLC, Agent","","Goldencents --- Magical Flair","04/12/2019","B",Colt,"Goldencents","Magical Flair","","","","Yearling","*RNA (19,000)",---
3,1119,"Legacy Bloodstock, Agent XII","","Malibu Bucklebunny","03/17/2013","CH",Mare,"Malibu Moon","So Probable","Klimt","04/23/2019","pregnant","Broodmare","De Burgh Equine",7000
3,1120,"St George Sales, Agent XII","","Mama Mary","02/20/2015","B",Mare,"Bodemeister","Jessica's Halo","","","","Racing or Broodmare Prospect","H. Allen Poindexter / Tim Hamlin",8000
3,1121,"South Point Sales Agency, Agent XI","","Lea --- Many Waters","02/16/2019","DB/BR",Colt,"Lea","Many Waters","","","","Yearling","*RNA (9,500)",---
3,1122,"Castle Park Farm LLC (Noel Murphy), Agent X","","Overanalyze --- Maria's Dane","02/09/2019","B",Colt,"Overanalyze","Maria's Dane","","","","Yearling","*RNA (0)",---
3,1123,"Denali Stud, Agent IV","","Animal Kingdom --- Marycasey","04/02/2019","B",Colt,"Animal Kingdom","Marycasey","","","","Yearling","Tina Ramgeet",1200
3,1124,"Ballysax Bloodstock, Agent XVI","","Mayhem Mizz","03/19/2014","GR/RO",Mare,"Exchange Rate","Wicked Mizz","Carpe Diem","05/17/2019","pregnant","Broodmare","*RNA (9,500)",---
3,1125,"Taylor Made Sales Agency, Agent XXVI","","Kantharos --- Midnight Swinger","04/01/2019","B",Filly,"Kantharos","Midnight Swinger","","","","Yearling","The Elkstone Group",12000
3,1126,"Taylor Made Sales Agency, Agent LVI","","Midnight Toast","05/10/2013","DB/BR",Mare,"Midnight Lute","Mahalo","Mineshaft","05/08/2019","pregnant","Broodmare","*RNA (24,000)",---
3,1127,"Taylor Made Sales Agency, Agent XVII","","Mind for Mischief","04/17/2016","B",Filly,"Into Mischief","Ocala Sky","","","","Broodmare Prospect","Pony World Farm",10000.00
3,1128,"Taylor Made Sales Agency, Agent VIII","","Distorted Humor --- Mineful","01/14/2019","B",Filly,"Distorted Humor","Mineful","","","","Yearling","Fred M. Allor",52000
3,1129,"Select Sales, Agent VIII","","Jimmy Creed --- Miss Acorn","02/05/2019","CH",Filly,"Jimmy Creed","Miss Acorn","","","","Yearling","Borden Farm",3000
3,1130,"Mulholland Farm, Agent","","Will Take Charge --- Miss Atlantic City","04/23/2019","CH",Filly,"Will Take Charge","Miss Atlantic City","","","","Yearling","Out",0
3,1131,"Hill 'n' Dale Sales Agency, Agent","","Miss Guided","03/03/2016","DB/BR",Filly,"Speightstown","Miss Behaviour","","","","Racing or Broodmare Prospect","Tim Thornton",25000
3,1132,"Scott Mallory, Agent XIII","","Cupid --- Miss Henny Penny","04/16/2019","DB/BR",Filly,"Cupid","Miss Henny Penny","","","","Yearling","Meah/Lloyd Bloodstock, Agent for Pat Macieriello",40000
3,1133,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent VI","","Will Take Charge --- Miss Inclined","04/08/2019","CH",Colt,"Will Take Charge","Miss Inclined","","","","Yearling","Calumet Farm",20000
3,1134,"ELiTE, Agent","","Miss Sienna (GB)","04/12/2015","DB/BR",Mare,"Equiano (FR)","Candycakes (IRE)","","","","Broodmare Prospect","Out",0
3,1135,"Select Sales, Agent XIV","","Keen Ice --- Mizzcan'tbewrong","04/06/2019","GR/RO",Filly,"Keen Ice","Mizzcan'tbewrong","","","","Yearling","Savesnine Corp.",21000
3,1136,"Denali Stud, Agent XXVIII","","Modern Rose","02/20/2007","DB/BR",Mare,"Dixieland Band","Rose Bourbon","Tourist","04/18/2019","pregnant","Broodmare","Borden Farm",3000
3,1137,"Ballysax Bloodstock, Agent III","","Momma's Favorite","02/14/2012","DB/BR",Mare,"Sky Mesa","Tres Dream","Point of Entry","04/30/2019","pregnant","Broodmare","Ahmad Alabdullatif",4500
3,1138,"South Point Sales Agency, Agent XI","","Gormley --- Money Peg","03/11/2019","DB/BR",Filly,"Gormley","Money Peg","","","","Yearling","*RNA (1,700)",---
3,1139,"Taylor Made Sales Agency, Agent III","","Moontune Missy","03/30/2006","B",Mare,"Forest Wildcat","Moonsong","Cross Traffic","04/30/2019","pregnant","Broodmare","Springland Farm",17000
3,1140,"Taylor Made Sales Agency, Agent III","","Cross Traffic --- Moontune Missy","04/03/2019","DB/BR",Colt,"Cross Traffic","Moontune Missy","","","","Yearling","Out",0
3,1141,"Select Sales, Agent XXI","","Klimt --- Moored","05/12/2019","DB/BR",Filly,"Klimt","Moored","","","","Yearling","Briston Bloodstock",12000
3,1142,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent II","","Trappe Shot --- More Than Magic","04/14/2019","CH",Colt,"Trappe Shot","More Than Magic","","","","Yearling","Calumet Farm",9500
3,1143,"South Point Sales Agency, Agent II","","Mountain Buddies","03/02/2006","B",Mare,"Friends Lake","Harlan Honey","Mark Valeski","05/07/2019","pregnant","Broodmare","De Burgh Equine",2700
3,1144,"South Point Sales Agency, Agent V","","Movie Starlet","04/29/2012","B",Mare,"Flatter","Jim's Prospect","Peace and Justice","03/06/2019","pregnant","Broodmare","*RNA (4,500)",---
3,1145,"Buckland Sales (Zach Madden), Agent VIII","","Mrs. Rembrandt","05/16/2015","DB/BR",Mare,"Paynter","Unbridled Ridge","","","","Broodmare Prospect","William Nicks",1000
3,1146,"Taylor Made Sales Agency, Agent IV","","My Silent Present","04/25/2015","DB/BR",Mare,"Silent Name (JPN)","Ask the Question","","","","Broodmare Prospect","McMahon of Saratoga Thoroughbreds LLC",3000.00
3,1147,"Darby Dan Farm, Agent IX","","Violence --- Mystery Trip","04/08/2019","DB/BR",Colt,"Violence","Mystery Trip","","","","Yearling","Grand Hill Farm",15000
3,1148,"South Point Sales Agency, Agent XV","","My Sugar Pie","02/28/2017","DB/BR",Filly,"Honor Code","Hisse","","","","Racing or Broodmare Prospect","Slade Callaghan",13000
3,1149,"Taylor Made Sales Agency, Agent VIII","","Daredevil --- Nature's Beauty","03/21/2019","B",Colt,"Daredevil","Nature's Beauty","","","","Yearling","*RNA (20,000)",---
3,1150,"Castle Park Farm LLC (Noel Murphy), Agent II","","Vancouver (AUS) --- Naval Academy","04/10/2019","B",Colt,"Vancouver (AUS)","Naval Academy","","","","Yearling","Equine Consulting, Agent",2200
3,1151,"Castle Park Farm LLC (Noel Murphy), Agent II","","Naval Academy","04/10/2012","B",Mare,"Mizzen Mast","Miss Chapin","Cairo Prince","05/01/2019","pregnant","Broodmare","Marathon Farm",21000
3,1152,"Denali Stud, Agent XX","","Lea --- Nisharora (IRE)","03/21/2019","CH",Filly,"Lea","Nisharora (IRE)","","","","Yearling","*RNA (9,500)",---
3,1153,"Denali Stud, Agent XV","","Non Negotiable","02/10/2013","DB/BR",Mare,"Distorted Humor","Kiss Mine","McCraken","05/20/2019","pregnant","Broodmare","C. R. Trout / Trout Disposal",4200
3,1154,"Vinery Sales, Agent XVI","","Commissioner --- Offlee Catty","04/19/2019","CH",Colt,"Commissioner","Offlee Catty","","","","Yearling","*RNA (2,700)",---
3,1155,"Buckland Sales (Zach Madden), Agent IV","","One Eyed Fiona","04/28/2014","DB/BR",Mare,"Warrior's Reward","Miss Sidisin","","","not mated","Broodmare","*RNA (0)",---
3,1156,"Buckland Sales (Zach Madden), Agent IV","","Flintshire (GB) --- One Eyed Fiona","05/02/2019","B",Colt,"Flintshire (GB)","One Eyed Fiona","","","","Yearling","*RNA (0)",---
3,1157,"Taylor Made Sales Agency, Agent LXXVII","","Orb's Joy","03/27/2016","DB/BR",Mare,"Orb","Blush Again","Street Boss","03/21/2019","pregnant","Broodmare","*RNA (19,000)",---
3,1158,"Ballysax Bloodstock, Agent II","","Outwork --- Our Nellie","03/10/2019","B",Filly,"Outwork","Our Nellie","","","","Yearling","Big Oak Farm",1000
3,1159,"St George Sales, Agent XII","","Our Rockin Ruby","03/16/2011","B",Mare,"Rock Hard Ten","Ruby Summer","Race Day","03/31/2019","pregnant","Broodmare","Out",0
3,1160,"Taylor Made Sales Agency, Agent XCIV","","Violent Impact","04/19/2017","B",Colt,"Violence","Classic Elegance","","","","Racing or Stallion Prospect","Michael Mellen",35000
3,1161,"Bluewater Sales LLC, Agent X","","Biblical","03/06/2015","GR/RO",Horse,"Tapit","Storm Dixie","","","","Racing or Stallion Prospect","Claudio Gonzalez",52000
3,1162,"Blake-Albina Thoroughbred Services LLC, Agent I","","Dark Templar","03/22/2015","CH",Horse,"Tapit","Hurricane Flag","","","","Racing Prospect","Out",0
3,1163,"Hunter Valley Farm, Agent","","Emmaus (IRE)","02/13/2014","DB/BR",Horse,"Invincible Spirit (IRE)","Prima Luce (IRE)","","","","Racing or Stallion Prospect","Out",0
3,1164,"Bluewater Sales LLC, Agent XIII","","Empire of War","02/23/2016","B",Colt,"Declaration of War","Shehadmefromhello","","","","Racing or Stallion Prospect","Out",0
3,1165,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent IV","","Epic (ARG)","09/03/2014","CH",Gelding,"Hurricane Cat","Ever With You","","","","Racing Prospect","Out",0
3,1166,"Denali Stud, Agent VII","","Gemologist --- Funny Moon","05/05/2018","B",Colt,"Gemologist","Funny Moon","","","","Racing or Stallion Prospect","2020 Ventures - Clovis Crane, Agent",12000
3,1167,"Hunter Valley Farm, Agent","","Hypnotist","02/04/2016","B",Gelding,"Malibu Moon","Special Duty (GB)","","","","Racing Prospect","Out",0
3,1168,"Blake-Albina Thoroughbred Services LLC, Agent I","","Jack of Clubs","01/19/2017","GR/RO",Colt,"Curlin","Graciously Soft","","","","Racing Prospect","Out",0
3,1169,"Taylor Made Sales Agency, Agent XCIV","","Northern Capture","03/10/2017","DB/BR",Colt,"Uncaptured","Uno's Wild Angel","","","","Racing or Stallion Prospect","Out",0
